ID,Name,Municipality_ID,CreatedOn,CreatedBy,LastUpdate,UpdateBy,Deleted
281,BOXTEL,757,2021-10-06 18:45:52,System - import,2021-10-06 18:45:52,System - import,0
282,BRAAMT,207,2021-10-06 18:46:00,System - import,2021-10-06 18:46:00,System - import,0
283,BRAKEL,297,2021-10-06 18:46:00,System - import,2021-10-06 18:46:00,System - import,0
284,BRANDWIJK,693,2021-10-06 18:46:01,System - import,2021-10-06 18:46:01,System - import,0
285,BRANTGUM,58,2021-10-06 18:46:01,System - import,2021-10-06 18:46:01,System - import,0
286,BREDA,758,2021-10-06 18:46:02,System - import,2021-10-06 18:46:02,System - import,0
287,BREDEVOORT,197,2021-10-06 18:46:38,System - import,2021-10-06 18:46:38,System - import,0
288,BREEDENBROEK,237,2021-10-06 18:46:39,System - import,2021-10-06 18:46:39,System - import,0
289,BREEZAND,366,2021-10-06 18:46:40,System - import,2021-10-06 18:46:40,System - import,0
290,BREEZANDDIJK,710,2021-10-06 18:46:41,System - import,2021-10-06 18:46:41,System - import,0
291,BRESKENS,1714,2021-10-06 18:46:41,System - import,2021-10-06 18:46:41,System - import,0
292,BREUGEL,848,2021-10-06 18:46:43,System - import,2021-10-06 18:46:43,System - import,0
293,BREUKELEN UT,311,2021-10-06 18:46:44,System - import,2021-10-06 18:46:44,System - import,0
294,BREUKELEVEEN,1696,2021-10-06 18:46:47,System - import,2021-10-06 18:46:47,System - import,0
295,BRIELLE,501,2021-10-06 18:46:48,System - import,2021-10-06 18:46:48,System - import,0
296,BRILTIL,56,2021-10-06 18:46:51,System - import,2021-10-06 18:46:51,System - import,0
297,BRITSUM,81,2021-10-06 18:46:51,System - import,2021-10-06 18:46:51,System - import,0
298,BRITSWERT,140,2021-10-06 18:46:52,System - import,2021-10-06 18:46:52,System - import,0
299,BROEK FR,51,2021-10-06 18:46:52,System - import,2021-10-06 18:46:52,System - import,0
300,BROEK IN WATERLAND,852,2021-10-06 18:46:52,System - import,2021-10-06 18:46:52,System - import,0
301,BROEK OP LANGEDIJK,416,2021-10-06 18:46:53,System - import,2021-10-06 18:46:53,System - import,0
302,BROEKHUIZEN DR,119,2021-10-06 18:46:55,System - import,2021-10-06 18:46:55,System - import,0
303,BROEKHUIZEN LB,1507,2021-10-06 18:46:55,System - import,2021-10-06 18:46:55,System - import,0
304,BROEKHUIZENVORST,1507,2021-10-06 18:46:55,System - import,2021-10-06 18:46:55,System - import,0
305,BROEKLAND OV,177,2021-10-06 18:46:55,System - import,2021-10-06 18:46:55,System - import,0
306,BROEKSTERWOUDE,65,2021-10-06 18:46:56,System - import,2021-10-06 18:46:56,System - import,0
307,BRONKHORST,280,2021-10-06 18:46:56,System - import,2021-10-06 18:46:56,System - import,0
308,BRONNEGER,1681,2021-10-06 18:46:56,System - import,2021-10-06 18:46:56,System - import,0
309,BRONNEGERVEEN,1681,2021-10-06 18:46:56,System - import,2021-10-06 18:46:56,System - import,0
310,BROUWERSHAVEN,1676,2021-10-06 18:46:57,System - import,2021-10-06 18:46:57,System - import,0
311,BRUCHEM,297,2021-10-06 18:46:58,System - import,2021-10-06 18:46:58,System - import,0
312,BRUCHT,160,2021-10-06 18:46:58,System - import,2021-10-06 18:46:58,System - import,0
313,BRUCHTERVELD,160,2021-10-06 18:46:58,System - import,2021-10-06 18:46:58,System - import,0
314,BRUINEHAAR,1700,2021-10-06 18:46:59,System - import,2021-10-06 18:46:59,System - import,0
315,BRUINISSE,1676,2021-10-06 18:46:59,System - import,2021-10-06 18:46:59,System - import,0
316,BRUMMEN,213,2021-10-06 18:47:01,System - import,2021-10-06 18:47:01,System - import,0
317,BRUNSSUM,899,2021-10-06 18:47:04,System - import,2021-10-06 18:47:04,System - import,0
318,BRUNTINGE,1731,2021-10-06 18:47:13,System - import,2021-10-06 18:47:13,System - import,0
319,BUCHTEN,1883,2021-10-06 18:47:13,System - import,2021-10-06 18:47:13,System - import,0
320,BUDEL,1706,2021-10-06 18:47:13,System - import,2021-10-06 18:47:13,System - import,0
321,BUDEL DORPLEIN,1706,2021-10-06 18:47:17,System - import,2021-10-06 18:47:17,System - import,0
322,BUDEL-SCHOOT,1706,2021-10-06 18:47:17,System - import,2021-10-06 18:47:17,System - import,0
323,BUGGENUM,914,2021-10-06 18:47:18,System - import,2021-10-06 18:47:18,System - import,0
324,BUINEN,1681,2021-10-06 18:47:19,System - import,2021-10-06 18:47:19,System - import,0
325,BUINERVEEN,1681,2021-10-06 18:47:19,System - import,2021-10-06 18:47:19,System - import,0
326,BUITENKAAG,394,2021-10-06 18:47:19,System - import,2021-10-06 18:47:19,System - import,0
327,BUITENPOST,59,2021-10-06 18:47:19,System - import,2021-10-06 18:47:19,System - import,0
328,BUNDE,938,2021-10-06 18:47:21,System - import,2021-10-06 18:47:21,System - import,0
329,BUNNE,1730,2021-10-06 18:47:23,System - import,2021-10-06 18:47:23,System - import,0
330,BUNNIK,312,2021-10-06 18:47:23,System - import,2021-10-06 18:47:23,System - import,0
331,BUNSCHOTEN SPAKENBURG,313,2021-10-06 18:47:25,System - import,2021-10-06 18:47:25,System - import,0
332,BURDAARD,1722,2021-10-06 18:47:31,System - import,2021-10-06 18:47:31,System - import,0
333,BUREN FR,60,2021-10-06 18:47:32,System - import,2021-10-06 18:47:32,System - import,0
334,BUREN GLD,214,2021-10-06 18:47:32,System - import,2021-10-06 18:47:32,System - import,0
335,BURGERBRUG,476,2021-10-06 18:47:34,System - import,2021-10-06 18:47:34,System - import,0
336,BURGERVEEN,394,2021-10-06 18:47:34,System - import,2021-10-06 18:47:34,System - import,0
337,BURGH HAAMSTEDE,1676,2021-10-06 18:47:34,System - import,2021-10-06 18:47:34,System - import,0
338,BURGUM,737,2021-10-06 18:47:37,System - import,2021-10-06 18:47:37,System - import,0
339,BURGWERD,710,2021-10-06 18:47:39,System - import,2021-10-06 18:47:39,System - import,0
340,BURUM,79,2021-10-06 18:47:39,System - import,2021-10-06 18:47:39,System - import,0
341,BUSSUM,381,2021-10-06 18:47:40,System - import,2021-10-06 18:47:40,System - import,0
342,BUURMALSEN,236,2021-10-06 18:47:52,System - import,2021-10-06 18:47:52,System - import,0
343,CADIER EN KEER,936,2021-10-06 18:47:52,System - import,2021-10-06 18:47:52,System - import,0
344,CADZAND,1714,2021-10-06 18:47:53,System - import,2021-10-06 18:47:53,System - import,0
345,CALLANTSOOG,476,2021-10-06 18:47:54,System - import,2021-10-06 18:47:54,System - import,0
346,CAPELLE AAN DEN IJSSEL,502,2021-10-06 18:47:55,System - import,2021-10-06 18:47:55,System - import,0
347,CASTELRE,744,2021-10-06 18:48:09,System - import,2021-10-06 18:48:09,System - import,0
348,CASTENRAY,984,2021-10-06 18:48:10,System - import,2021-10-06 18:48:10,System - import,0
349,CASTEREN,1728,2021-10-06 18:48:10,System - import,2021-10-06 18:48:10,System - import,0
350,CASTRICUM,383,2021-10-06 18:48:10,System - import,2021-10-06 18:48:10,System - import,0
351,CHAAM,1723,2021-10-06 18:48:17,System - import,2021-10-06 18:48:17,System - import,0
352,CLINGE,677,2021-10-06 18:48:18,System - import,2021-10-06 18:48:18,System - import,0
353,COEVORDEN,109,2021-10-06 18:48:19,System - import,2021-10-06 18:48:19,System - import,0
354,COLIJNSPLAAT,1695,2021-10-06 18:48:24,System - import,2021-10-06 18:48:24,System - import,0
355,COLLENDOORN,160,2021-10-06 18:48:25,System - import,2021-10-06 18:48:25,System - import,0
356,COLMSCHATE,150,2021-10-06 18:48:25,System - import,2021-10-06 18:48:25,System - import,0
357,CORNJUM,81,2021-10-06 18:48:26,System - import,2021-10-06 18:48:26,System - import,0
358,CORNWERD,710,2021-10-06 18:48:26,System - import,2021-10-06 18:48:26,System - import,0
359,COTHEN,352,2021-10-06 18:48:26,System - import,2021-10-06 18:48:26,System - import,0
360,CREIL,171,2021-10-06 18:48:27,System - import,2021-10-06 18:48:27,System - import,0
361,CROMVOIRT,865,2021-10-06 18:48:28,System - import,2021-10-06 18:48:28,System - import,0
362,CRUQUIUS,394,2021-10-06 18:48:28,System - import,2021-10-06 18:48:28,System - import,0
363,CUIJK,1684,2021-10-06 18:48:28,System - import,2021-10-06 18:48:28,System - import,0
364,CULEMBORG,216,2021-10-06 18:48:33,System - import,2021-10-06 18:48:33,System - import,0
365,DAARLE,163,2021-10-06 18:48:42,System - import,2021-10-06 18:48:42,System - import,0
366,DAARLERVEEN,163,2021-10-06 18:48:42,System - import,2021-10-06 18:48:42,System - import,0
367,DALEM,512,2021-10-06 18:48:43,System - import,2021-10-06 18:48:43,System - import,0
368,DALEN,109,2021-10-06 18:48:43,System - import,2021-10-06 18:48:43,System - import,0
369,DALERPEEL,109,2021-10-06 18:48:45,System - import,2021-10-06 18:48:45,System - import,0
370,DALERVEEN,109,2021-10-06 18:48:45,System - import,2021-10-06 18:48:45,System - import,0
371,DALFSEN,148,2021-10-06 18:48:45,System - import,2021-10-06 18:48:45,System - import,0
372,DALMSHOLTE,175,2021-10-06 18:48:50,System - import,2021-10-06 18:48:50,System - import,0
373,DAMWOUDE,65,2021-10-06 18:48:50,System - import,2021-10-06 18:48:50,System - import,0
374,DARP,1701,2021-10-06 18:48:52,System - import,2021-10-06 18:48:52,System - import,0
375,DE BILT,310,2021-10-06 18:48:52,System - import,2021-10-06 18:48:52,System - import,0
376,DE BLESSE,98,2021-10-06 18:48:55,System - import,2021-10-06 18:48:55,System - import,0
377,DE BULT,1708,2021-10-06 18:48:55,System - import,2021-10-06 18:48:55,System - import,0
378,DE COCKSDORP,448,2021-10-06 18:48:55,System - import,2021-10-06 18:48:55,System - import,0
379,DE GLIND,203,2021-10-06 18:48:56,System - import,2021-10-06 18:48:56,System - import,0
380,DE GOORN,558,2021-10-06 18:48:56,System - import,2021-10-06 18:48:56,System - import,0
381,DE GROEVE,1730,2021-10-06 18:48:57,System - import,2021-10-06 18:48:57,System - import,0
382,DE HEEN,851,2021-10-06 18:48:57,System - import,2021-10-06 18:48:57,System - import,0
383,DE HEURNE,219,2021-10-06 18:48:58,System - import,2021-10-06 18:48:58,System - import,0
384,DE HOEF,736,2021-10-06 18:48:58,System - import,2021-10-06 18:48:58,System - import,0
385,DE HOEVE,98,2021-10-06 18:48:59,System - import,2021-10-06 18:48:59,System - import,0
386,DE KIEL,109,2021-10-06 18:48:59,System - import,2021-10-06 18:48:59,System - import,0
387,DE KLOMP,228,2021-10-06 18:48:59,System - import,2021-10-06 18:48:59,System - import,0
388,DE KNIPE,74,2021-10-06 18:48:59,System - import,2021-10-06 18:48:59,System - import,0
389,DE KOOG,448,2021-10-06 18:48:59,System - import,2021-10-06 18:48:59,System - import,0
390,DE KRIM,160,2021-10-06 18:49:00,System - import,2021-10-06 18:49:00,System - import,0
391,DE KWAKEL,451,2021-10-06 18:49:01,System - import,2021-10-06 18:49:01,System - import,0
392,DE LIER,552,2021-10-06 18:49:02,System - import,2021-10-06 18:49:02,System - import,0
393,DE LUTTE,168,2021-10-06 18:49:05,System - import,2021-10-06 18:49:05,System - import,0
394,DE MEERN,344,2021-10-06 18:49:08,System - import,2021-10-06 18:49:08,System - import,0
395,DE MOER,809,2021-10-06 18:49:12,System - import,2021-10-06 18:49:12,System - import,0
396,DE MORTEL,1652,2021-10-06 18:49:13,System - import,2021-10-06 18:49:13,System - import,0
397,DE POL,1708,2021-10-06 18:49:13,System - import,2021-10-06 18:49:13,System - import,0
398,DE PUNT,1730,2021-10-06 18:49:13,System - import,2021-10-06 18:49:13,System - import,0
399,DE RIJP,365,2021-10-06 18:49:14,System - import,2021-10-06 18:49:14,System - import,0
400,DE RIPS,1652,2021-10-06 18:49:15,System - import,2021-10-06 18:49:15,System - import,0
401,DE SCHIPHORST,119,2021-10-06 18:49:16,System - import,2021-10-06 18:49:16,System - import,0
402,DE STEEG,275,2021-10-06 18:49:16,System - import,2021-10-06 18:49:16,System - import,0
403,DE TIKE,90,2021-10-06 18:49:16,System - import,2021-10-06 18:49:16,System - import,0
404,DE VALOM,65,2021-10-06 18:49:16,System - import,2021-10-06 18:49:16,System - import,0
405,DE VEENHOOP,90,2021-10-06 18:49:17,System - import,2021-10-06 18:49:17,System - import,0
406,DE WAAL,448,2021-10-06 18:49:17,System - import,2021-10-06 18:49:17,System - import,0
407,DE WEERE,432,2021-10-06 18:49:17,System - import,2021-10-06 18:49:17,System - import,0
408,DE WIJK,1690,2021-10-06 18:49:17,System - import,2021-10-06 18:49:17,System - import,0
409,DE WILGEN,90,2021-10-06 18:49:18,System - import,2021-10-06 18:49:18,System - import,0
410,DE WILP GN,25,2021-10-06 18:49:18,System - import,2021-10-06 18:49:18,System - import,0
411,DE WOUDE,383,2021-10-06 18:49:19,System - import,2021-10-06 18:49:19,System - import,0
412,DE ZILK,576,2021-10-06 18:49:19,System - import,2021-10-06 18:49:19,System - import,0
413,DEARSUM,55,2021-10-06 18:49:20,System - import,2021-10-06 18:49:20,System - import,0
414,DEDEMSVAART,160,2021-10-06 18:49:20,System - import,2021-10-06 18:49:20,System - import,0
415,DEDGUM,710,2021-10-06 18:49:24,System - import,2021-10-06 18:49:24,System - import,0
416,DEELEN,228,2021-10-06 18:49:24,System - import,2021-10-06 18:49:24,System - import,0
417,DEEST,225,2021-10-06 18:49:24,System - import,2021-10-06 18:49:24,System - import,0
418,DEIL,236,2021-10-06 18:49:24,System - import,2021-10-06 18:49:24,System - import,0
419,DEINUM,83,2021-10-06 18:49:25,System - import,2021-10-06 18:49:25,System - import,0
420,DELDEN,1735,2021-10-06 18:49:26,System - import,2021-10-06 18:49:26,System - import,0
421,DELFGAUW,1926,2021-10-06 18:49:29,System - import,2021-10-06 18:49:29,System - import,0
422,DELFSTRAHUIZEN,82,2021-10-06 18:49:31,System - import,2021-10-06 18:49:31,System - import,0
423,DELFT,503,2021-10-06 18:49:31,System - import,2021-10-06 18:49:31,System - import,0
424,DELFZIJL,10,2021-10-06 18:50:01,System - import,2021-10-06 18:50:01,System - import,0
425,DELWIJNEN,297,2021-10-06 18:50:08,System - import,2021-10-06 18:50:08,System - import,0
426,DEN ANDEL,53,2021-10-06 18:50:08,System - import,2021-10-06 18:50:08,System - import,0
427,DEN BOMMEL,580,2021-10-06 18:50:08,System - import,2021-10-06 18:50:08,System - import,0
428,DEN BURG,448,2021-10-06 18:50:09,System - import,2021-10-06 18:50:09,System - import,0
429,DEN DOLDER,355,2021-10-06 18:50:11,System - import,2021-10-06 18:50:11,System - import,0
430,DEN DUNGEN,845,2021-10-06 18:50:12,System - import,2021-10-06 18:50:12,System - import,0
431,DEN HAM GN,56,2021-10-06 18:50:14,System - import,2021-10-06 18:50:14,System - import,0
432,DEN HAM OV,1700,2021-10-06 18:50:14,System - import,2021-10-06 18:50:14,System - import,0
433,DEN HELDER,400,2021-10-06 18:50:16,System - import,2021-10-06 18:50:16,System - import,0
434,DEN HOORN TEXEL,448,2021-10-06 18:50:35,System - import,2021-10-06 18:50:35,System - import,0
435,DEN HOORN ZH,607,2021-10-06 18:50:35,System - import,2021-10-06 18:50:35,System - import,0
436,DEN HORN,56,2021-10-06 18:50:37,System - import,2021-10-06 18:50:37,System - import,0
437,DEN HOUT NB,826,2021-10-06 18:50:37,System - import,2021-10-06 18:50:37,System - import,0
438,DEN ILP,415,2021-10-06 18:50:38,System - import,2021-10-06 18:50:38,System - import,0
439,DEN OEVER,462,2021-10-06 18:50:38,System - import,2021-10-06 18:50:38,System - import,0
440,DEN VELDE,160,2021-10-06 18:50:40,System - import,2021-10-06 18:50:40,System - import,0
441,DENEKAMP,1774,2021-10-06 18:50:40,System - import,2021-10-06 18:50:40,System - import,0
442,DEURNE,762,2021-10-06 18:50:43,System - import,2021-10-06 18:50:43,System - import,0
443,DEURNINGEN,173,2021-10-06 18:50:50,System - import,2021-10-06 18:50:50,System - import,0
444,DEURZE,1680,2021-10-06 18:50:51,System - import,2021-10-06 18:50:51,System - import,0
445,DEVENTER,150,2021-10-06 18:50:51,System - import,2021-10-06 18:50:51,System - import,0
446,DIDAM,218,2021-10-06 18:51:15,System - import,2021-10-06 18:51:15,System - import,0
447,DIEMEN,384,2021-10-06 18:51:21,System - import,2021-10-06 18:51:21,System - import,0
448,DIEPENHEIM,1735,2021-10-06 18:51:28,System - import,2021-10-06 18:51:28,System - import,0
449,DIEPENVEEN,150,2021-10-06 18:51:30,System - import,2021-10-06 18:51:30,System - import,0
450,DIEREN,275,2021-10-06 18:51:31,System - import,2021-10-06 18:51:31,System - import,0
451,DIESSEN,798,2021-10-06 18:51:36,System - import,2021-10-06 18:51:36,System - import,0
452,DIEVER,1701,2021-10-06 18:51:37,System - import,2021-10-06 18:51:37,System - import,0
453,DIEVERBRUG,1701,2021-10-06 18:51:38,System - import,2021-10-06 18:51:38,System - import,0
454,DIFFELEN,160,2021-10-06 18:51:38,System - import,2021-10-06 18:51:38,System - import,0
455,DIJKEN,51,2021-10-06 18:51:38,System - import,2021-10-06 18:51:38,System - import,0
456,DINTELOORD,851,2021-10-06 18:51:38,System - import,2021-10-06 18:51:38,System - import,0
457,DINXPERLO,219,2021-10-06 18:51:40,System - import,2021-10-06 18:51:40,System - import,0
458,DIPHOORN,109,2021-10-06 18:51:43,System - import,2021-10-06 18:51:43,System - import,0
459,DIRKSHORN,395,2021-10-06 18:51:43,System - import,2021-10-06 18:51:43,System - import,0
460,DIRKSLAND,504,2021-10-06 18:51:43,System - import,2021-10-06 18:51:43,System - import,0
461,DODEWAARD,258,2021-10-06 18:51:45,System - import,2021-10-06 18:51:45,System - import,0
462,DOENRADE,962,2021-10-06 18:51:46,System - import,2021-10-06 18:51:46,System - import,0
463,DOESBURG,221,2021-10-06 18:51:47,System - import,2021-10-06 18:51:47,System - import,0
464,DOETINCHEM,222,2021-10-06 18:51:50,System - import,2021-10-06 18:51:50,System - import,0
465,DOEZUM,15,2021-10-06 18:52:03,System - import,2021-10-06 18:52:03,System - import,0
466,DOKKUM,58,2021-10-06 18:52:04,System - import,2021-10-06 18:52:04,System - import,0
467,DOLDERSUM,1701,2021-10-06 18:52:08,System - import,2021-10-06 18:52:08,System - import,0
468,DOMBURG,717,2021-10-06 18:52:08,System - import,2021-10-06 18:52:08,System - import,0
469,DONDEREN,1730,2021-10-06 18:52:10,System - import,2021-10-06 18:52:10,System - import,0
470,DONGEN,766,2021-10-06 18:52:10,System - import,2021-10-06 18:52:10,System - import,0
471,DONGJUM,70,2021-10-06 18:52:17,System - import,2021-10-06 18:52:17,System - import,0
472,DONIAGA,51,2021-10-06 18:52:17,System - import,2021-10-06 18:52:17,System - import,0
473,DONKERBROEK,85,2021-10-06 18:52:17,System - import,2021-10-06 18:52:17,System - import,0
474,DOORN,315,2021-10-06 18:52:18,System - import,2021-10-06 18:52:18,System - import,0
475,DOORNENBURG,1705,2021-10-06 18:52:21,System - import,2021-10-06 18:52:21,System - import,0
476,DOORNSPIJK,230,2021-10-06 18:52:22,System - import,2021-10-06 18:52:22,System - import,0
477,DOORWERTH,274,2021-10-06 18:52:23,System - import,2021-10-06 18:52:23,System - import,0
478,DORDRECHT,505,2021-10-06 18:52:25,System - import,2021-10-06 18:52:25,System - import,0
479,DORST,826,2021-10-06 18:52:52,System - import,2021-10-06 18:52:52,System - import,0
480,DRACHTEN,90,2021-10-06 18:52:53,System - import,2021-10-06 18:52:53,System - import,0
481,DRACHTSTERCOMPAGNIE,90,2021-10-06 18:53:05,System - import,2021-10-06 18:53:05,System - import,0
482,DREISCHOR,1676,2021-10-06 18:53:06,System - import,2021-10-06 18:53:06,System - import,0
483,DREMPT,256,2021-10-06 18:53:06,System - import,2021-10-06 18:53:06,System - import,0
484,DREUMEL,668,2021-10-06 18:53:07,System - import,2021-10-06 18:53:07,System - import,0
485,DRIEBERGEN-RIJSENBURG,316,2021-10-06 18:53:08,System - import,2021-10-06 18:53:08,System - import,0
486,DRIEBORG,1661,2021-10-06 18:53:14,System - import,2021-10-06 18:53:14,System - import,0
487,DRIEBRUGGEN,595,2021-10-06 18:53:14,System - import,2021-10-06 18:53:14,System - import,0
488,DRIEHUIS NH,453,2021-10-06 18:53:14,System - import,2021-10-06 18:53:14,System - import,0
489,DRIEHUIZEN,458,2021-10-06 18:53:15,System - import,2021-10-06 18:53:15,System - import,0
490,DRIEL,1734,2021-10-06 18:53:15,System - import,2021-10-06 18:53:15,System - import,0
